COMUNE;TITOLARE;DITTA;INDIRIZZO;N. CIVICO;ZONA;AREA QSV;SUP.ALIM.;SUP.NON ALIM.;SUP.TOTALE DI VENDITA;QUOTIDIANI E PERIODICI;MERCEOLOGIA (MGSV);IN AFFITTO (MGSV);CENTRO COMMERCIALE;POLO COMMERCIALE;CODICE ATECO
ORVIETO;CHIARAPINI ELEONORA;1-Individuale;STRADA DELLA DIRETTISSIMA;4;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
ORVIETO;CHIOCCIA CINZIA;1-Individuale;VIA OMBRONE;01-gen;3-resto del territorio;33.0;0.0;33.0;;;;;;;
ORVIETO;CHIOLLI MARIA FRANCA;1-Individuale;CORSO CAVOUR;76;1-centro storico;0.0;36.0;36.0;;;;;;;
ORVIETO;CHOCOLAT DI TISCI CARMINE E C. S.N.C.;2-s.n.c.;VIA DEI MAGONI;2;1-centro storico;0.0;32.0;32.0;;;;;;;
ORVIETO;CIBUS S.R.L.;4-s.r.l.;CORSO CAVOUR;200;1-centro storico;4.0;0.0;4.0;;;;;;;
ORVIETO;CICHELLA CARLA;1-Individuale;VIA DEGLI ACERI;15;3-resto del territorio;0.0;64.0;64.0;;;;;;;
ORVIETO;CICOGNOLO MOBILI S.N.C.;2-s.n.c.;VIA ANGELO COSTANZI;98;2-resto del capoluogo;0.0;200.0;200.0;;;;;;;
ORVIETO;CINQUE GIOVANNINO;1-Individuale;VIA DEGLI ACERI;22;3-resto del territorio;0.0;32.0;32.0;;;;;;;
ORVIETO;CIOCCOLINI MARCELLO;1-Individuale;VIA SAN LEONARDO;14;1-centro storico;55.0;0.0;55.0;;;;;;;
ORVIETO;CITO BENEDETTA;1-Individuale;VIALE PRIMO MAGGIO;45;2-resto del capoluogo;0.0;20.0;20.0;;;;;;;
ORVIETO;CIUCCI LUCIANA;1-Individuale;CORSO CAVOUR;60;1-centro storico;0.0;54.0;54.0;;;;;;;
ORVIETO;CO.GE.A. S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;75;2-resto del capoluogo;40.0;30.0;70.0;;;;;;;
ORVIETO;COAR S.R.L.;4-s.r.l.;VIA ULDERICO STORNELLI;10;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
ORVIETO;COHIBA ORO S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;23;2-resto del capoluogo;0.0;27.0;27.0;;;;;;;
ORVIETO;COMPASS MULTIMEDIA - S.R.L.;4-s.r.l.;VIA VELINO;6;3-resto del territorio;0.0;94.0;94.0;;;;;;;
ORVIETO;COMPUTER CENTER S.N.C.;2-s.n.c.;VIA DEGLI EUCALIPTI;57;3-resto del territorio;0.0;35.0;35.0;;;;;;;
ORVIETO;CONCESSIONARIA PACI AUTO - S.R.L.;4-s.r.l.;VIA DEI MERCIARI;1;3-resto del territorio;0.0;100.0;100.0;;;;;;;
ORVIETO;CONCESSIONARIA PACI AUTO - S.R.L.;4-s.r.l.;VIA MONTE NIBBIO;29;2-resto del capoluogo;0.0;65.0;65.0;;;;;;;
ORVIETO;CONFEZIONI KETY S.R.L.;4-s.r.l.;CORSO CAVOUR;323;1-centro storico;0.0;20.0;20.0;;;;;;;
ORVIETO;CONIVAR S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;57;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
ORVIETO;CONSORZIO AGR. INTERPR. RIETI-TERNI;7-altro;STRADA BAGNORESE;1;3-resto del territorio;10.0;105.0;115.0;;;;;;;
ORVIETO;COOP CENTRO ITALIA SOC.COOP.A.R.L.;6-cooperativa;PIAZZA DEL COMMERCIO;2;2-resto del capoluogo;960.0;550.0;1510.0;01-Alimentare;;;;;;
ORVIETO;COOP CENTRO ITALIA SOC.COOP.A.R.L.;6-cooperativa;PIAZZA DEL COMMERCIO;2;2-resto del capoluogo;0.0;2.0;2.0;1.0;;;;;;
ORVIETO;CORSI MOBILI S.A.S. DI CORSI S. E E.;3-s.a.s.;VIA DEI TIGLI;33;3-resto del territorio;0.0;199.0;199.0;;;;;;;
ORVIETO;CORTONI S.N.C. DI F. CORTONI & C.;2-s.n.c.;VIA MONTE NIBBIO;39;2-resto del capoluogo;0.0;195.0;195.0;;;;;;;
ORVIETO;COSCETTA SANTE SABATINO;1-Individuale;VIA MONTE PEGLIA;26;2-resto del capoluogo;0.0;126.0;126.0;;;;;;;
ORVIETO;COSTANTINI ENRICO;1-Individuale;CORSO CAVOUR;48;1-centro storico;0.0;16.0;16.0;;;;;;;
ORVIETO;CRE DI LATTANZI L. & C. S.N.C.;2-s.n.c.;VIA SETTE MARTIRI;30;2-resto del capoluogo;0.0;53.0;53.0;;;;;;;
ORVIETO;CROMI S.N.C. DI CROCCHIA E MIGLIORINI;2-s.n.c.;VIA FELICE CAVALLOTTI;1;1-centro storico;0.0;21.0;21.0;;;;;;;
ORVIETO;CUBED FITNESS S.P.A.;5-s.p.a.;PIAZZA VIVARIA;2;1-centro storico;10.0;15.0;25.0;;;;;;;
ORVIETO;CUPELLO ROBERTA;1-Individuale;VIA DEGLI ACERI;74;3-resto del territorio;0.0;75.0;75.0;;;;;;;
ORVIETO;CURTI MIRANDA;1-Individuale;PLE GIACOMO MATTEOTTI;1;2-resto del capoluogo;0.0;8.0;8.0;1.0;;;;;;
ORVIETO;CURTI MIRANDA;1-Individuale;P.LE GIACOMO MATTEOTTI;1;2-resto del capoluogo;0.0;2.0;2.0;;;;;;;
ORVIETO;DA BROZZI S.N.C. DI BROZZI F. & C.;2-s.n.c.;VIA DEL DUOMO;27;1-centro storico;3.0;2.0;5.0;;;;;;;
ORVIETO;DAI FRATELLI S.N.C. DI BATALOCCO E. & C.;2-s.n.c.;VIA DEL DUOMO;11;1-centro storico;36.0;4.0;40.0;;;;;;;
ORVIETO;DANAE S.R.L.;4-s.r.l.;PIAZZA DEL COMMERCIO;5;2-resto del capoluogo;0.0;47.0;47.0;;;;;;;
ORVIETO;D'ANDREA MARCO;1-Individuale;VIA DEI MAGONI;16;1-centro storico;18.0;4.0;22.0;;;;;;;
ORVIETO;DE ANGELIS CRISTINA;1-Individuale;PIAZZA DEL DUOMO;12;1-centro storico;0.0;13.0;13.0;;;;;;;
ORVIETO;DE SIMONI MAURO;1-Individuale;VIA EDGLI ULIVI;19;3-resto del territorio;0.0;22.0;22.0;;;;;;;
ORVIETO;DELLA CASA ORIETTA;1-Individuale;PIAZZA MONTE ROSA;56;2-resto del capoluogo;0.0;3.0;3.0;;;;;;;
ORVIETO;DELLA MARTA CLAUDIA;1-Individuale;CORSO CAVOUR;165;1-centro storico;0.0;16.0;16.0;1.0;;;;;;
ORVIETO;DELLA MARTA CLAUDIA;1-Individuale;CORSO CAVOUR;165;1-centro storico;0.0;10.0;10.0;;;;;;;
ORVIETO;DELLI POGGI FIORELLA;1-Individuale;VIA FILIPPESCHI;22;1-centro storico;5.0;0.0;5.0;;;;;;;
ORVIETO;DEMETRA S.A.S DI ROTICIANI P. & C.;3-s.a.s.;PIAZZA SANT'ANGELO;1;1-centro storico;34.0;0.0;34.0;;;;;;;
ORVIETO;DEPRETIS S.N.C. DI CASALINI M. E  C.;2-s.n.c.;CORSO CAVOUR;91;1-centro storico;0.0;37.0;37.0;;;;;;;
ORVIETO;DESIDERI ENZO;1-Individuale;VIALE PRIMO MAGGIO;85;2-resto del capoluogo;0.0;144.0;144.0;;;;;;;
ORVIETO;DI MARZIO ELISABETTA;1-Individuale;VIA LOGGIA DEI MERCANTI;21;1-centro storico;0.0;8.0;8.0;;;;;;;
ORVIETO;DIANO ANTONIA;1-Individuale;VIA MONTE NIBBIO;21;2-resto del capoluogo;113.0;0.0;113.0;;;;;;;
ORVIETO;DIERIKA S.N.C. DI BORRI M. E.E. & C.;2-s.n.c.;VICOLO DEI DOLCI;4;1-centro storico;0.0;45.0;45.0;;;;;;;
ORVIETO;DINI DANIELE;1-Individuale;VIA CORRADO CARINI;3;1-centro storico;17.0;0.0;17.0;;;;;;;
ORVIETO;DINI FEDERICA;1-Individuale;VIA DELLE MIMOSE;8;3-resto del territorio;0.0;51.0;51.0;;;;;;;
ORVIETO;DIONISI ENNIO;1-Individuale;STRADA DELLA STAZIONE;15;2-resto del capoluogo;0.0;18.0;18.0;;;;;;;
ORVIETO;DITTA LUIGI SIMONICINI DI F.& L.SIMONCINI SNC;2-s.n.c.;CORSO CAVOUR;82;1-centro storico;0.0;64.0;64.0;;;;;;;
ORVIETO;DOMINICI PATRIZIO;1-Individuale;VIA MAGALOTTI;22;1-centro storico;0.0;81.0;81.0;;;;;;;
ORVIETO;D'ORAZIO MARCELLA;1-Individuale;VIA DELLE MIMOSE;33;3-resto del territorio;0.0;30.0;30.0;;;;;;;
ORVIETO;D'ORAZIO MARCELLA;1-Individuale;VIA DEGLI EUCALIPTI;23;3-resto del territorio;0.0;20.0;20.0;;;;;;;
ORVIETO;DUE T. S.R.L.;4-s.r.l.;VIA DEGLI EUCALIPTI;7;3-resto del territorio;14.0;0.0;14.0;;;;;;;
ORVIETO;DURANTI LEANDRO;1-Individuale;VICOLO DEL POPOLO PRIMO;3;1-centro storico;0.0;28.0;28.0;;;;;;;
ORVIETO;E.G.  S.N.C. DI E. E G. CAIELLO;2-s.n.c.;VIA DELLE MIMOSE;14;3-resto del territorio;7.0;0.0;7.0;;;;;;;
ORVIETO;EBID HANI NABIH GHATTAS;1-Individuale;VIA SETTE MARTIRI;60;2-resto del capoluogo;3.0;0.0;3.0;;;;;;;
ORVIETO;EDILMARMI S.N.C. DI MORELLI G. & C.;2-s.n.c.;STRADA FONTANELLE DI BARDANO;1;3-resto del territorio;0.0;130.0;130.0;;;;;;;
ORVIETO;EDILSANITARI CARLONI S.R.L.;4-s.r.l.;LOCALITA' PONTE GIULIO;1;3-resto del territorio;0.0;1475.0;1475.0;09-Edilizia;;;;;;
ORVIETO;EDILTERMICA PALMIERI S.R.L.;4-s.r.l.;VIA DELLA SEGHERIA;44;3-resto del territorio;0.0;702.0;702.0;09-Edilizia;;;;;;
ORVIETO;EFE VETERINARIA S.R.L.;4-s.r.l.;VIA DEI FALEGNAMI;9;3-resto del territorio;0.0;198.0;198.0;;;;;;;
ORVIETO;EFFEBI DI BATTENTI NADIA & C. S.N.C.;2-s.n.c.;CORSO CAVOUR;29;1-centro storico;0.0;70.0;70.0;;;;;;;
ORVIETO;EGO S.R.L. UNIPERSONALE;4-s.r.l.;CORSO CAVOUR;331;1-centro storico;0.0;50.0;50.0;;;;;;;
ORVIETO;ELETTRO 2000 S.N.C.;2-s.n.c.;VIA DELLE ACACIE;24;3-resto del territorio;0.0;88.0;88.0;;;;;;;
ORVIETO;ELIA ROBERTA;1-Individuale;VIA MONTE FIORINO;9;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
ORVIETO;ENGEL KELLER TAVERN  DI GIULIANI & C. - S.N.C.;2-s.n.c.;PIAZZA IPPOLITO SCALZA;2;1-centro storico;5.0;0.0;5.0;;;;;;;
ORVIETO;ENOTECA AL DUOMO S.R.L.;4-s.r.l.;PIAZZA DEL DUOMO;13;1-centro storico;7.0;0.0;7.0;;;;;;;
ORVIETO;ENRICO SHOES S.A.S DI ROSI O. & C.;3-s.a.s.;CORSO CAVOUR;31;1-centro storico;0.0;53.0;53.0;;;;;;;
ORVIETO;EREDI CAROLI BINDO S.A.S DI CAROLI G. E C.;3-s.a.s.;PIAZZA DEL DUOMO;25;1-centro storico;0.0;63.0;63.0;;;;;;;
ORVIETO;ERRECI DI GRASSINI E VORRARO SNC;2-s.n.c.;STRADA DELL'ARCONE;13;2-resto del capoluogo;0.0;200.0;200.0;;;;;;;
ORVIETO;ESPA SANDRA;1-Individuale;VIA FELICE CAVALLOTTI;9;1-centro storico;0.0;80.0;80.0;;;;;;;
ORVIETO;ESSE A S.A.S. DI SANTONI S. & C.;3-s.a.s.;VIA ANGELO COSTANZI;SNC;2-resto del capoluogo;0.0;94.0;94.0;;;;;;;
ORVIETO;ESSE EMME S.R.L.;4-s.r.l.;STRADA DELL'ARCONE;13/P;2-resto del capoluogo;0.0;230.0;230.0;;;;;;;
ORVIETO;ESSE EMME S.R.L.;4-s.r.l.;STRADA DELL'ARCONE;13/Q;2-resto del capoluogo;0.0;214.0;214.0;;;;;;;
ORVIETO;EUR.O.L.MAC S.R.L.;4-s.r.l.;LOCALITA' TORDIMONTE;77;3-resto del territorio;0.0;700.0;700.0;09-Edilizia;1.0;;;;;
ORVIETO;EUROELETTRIK S.N.C. DI MAIOLINI L. & C.;2-s.n.c.;VIA PO';22;3-resto del territorio;0.0;4.0;4.0;;;;;;;
ORVIETO;EUROPAR-QUET S.N.C.;2-s.n.c.;VIA ARNO;86;3-resto del territorio;0.0;30.0;30.0;;;;;;;
ORVIETO;EUROSPIN TIRRENICA S.P.A.;5-s.p.a.;VIA MONTE SUBASIO;8;2-resto del capoluogo;600.0;123.0;723.0;01-Alimentare;;;;;;
ORVIETO;EVISIA S.N.C. DI BURLA MASSIMO & C.;2-s.n.c.;CORSO CAVOUR;133;1-centro storico;0.0;60.0;60.0;;;;;;;
ORVIETO;EVISIA S.N.C. DI BURLA MASSIMO & C.;2-s.n.c.;CORSO CAVOUR;77;1-centro storico;0.0;58.0;58.0;;;;;;;
ORVIETO;EVO S.N.C. DI BELCAPO LUCIANO E C.;2-s.n.c.;VIA DEL DUOMO;47;1-centro storico;0.0;85.0;85.0;;;;;;;
ORVIETO;EVO S.N.C. DI BELCAPO LUCIANO E C.;2-s.n.c.;VIA DEI GUALTIERI;2;1-centro storico;0.0;21.0;21.0;;;;;;;
ORVIETO;F.LLI MAGGI CRISTIANO E FABRIZIO S.N.C.;2-s.n.c.;VIA ANGELO COSTANZI;108;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
ORVIETO;FALCHETTI ANGELO;1-Individuale;VIA DELLA ACACIE;37;3-resto del territorio;0.0;42.0;42.0;;;;;;;
ORVIETO;FANTUCCI ROBERTA;1-Individuale;VIA SETTE MARTIRI;32;2-resto del capoluogo;50.0;10.0;60.0;;;;;;;
ORVIETO;FAUSTO MARIA LUCIA;1-Individuale;VIA DEGLI EUCALIPTI;3;3-resto del territorio;0.0;60.0;60.0;;;;;;;
ORVIETO;FEDELI MARCELLO;1-Individuale;VIA DELLE ACACIE;19;3-resto del territorio;0.0;108.0;108.0;;;;;;;
ORVIETO;FEDERICA HAIR FASHION S.N.C;2-s.n.c.;PIAZZA MONTE ROSA;14;2-resto del capoluogo;0.0;6.0;6.0;;;;;;;
ORVIETO;FERRANTE TOMMASO;1-Individuale;VIA PEDOTA;2;1-centro storico;45.0;8.0;53.0;;;;;;;
ORVIETO;FERRARI ROBERTO;1-Individuale;CORSO CAVOUR;375;1-centro storico;70.0;2.0;72.0;;;;;;;
ORVIETO;FERRARIO MARIA;1-Individuale;CORSO CAVOUR;3;1-centro storico;0.0;56.0;56.0;;;;;;;
ORVIETO;FERRETTI GIULIANA;1-Individuale;VIA FILIPPESCHI;26;1-centro storico;0.0;21.0;21.0;;;;;;;
ORVIETO;FERRETTI IVANA;1-Individuale;PIAZZA MONTE ROSA;56;2-resto del capoluogo;0.0;92.0;92.0;;;;;;;
ORVIETO;FILIPPUCCI S.A.S. DI FILIPPUCCI F. & C.;3-s.a.s.;PIAZZA DEL COMMERCIO;12;2-resto del capoluogo;0.0;200.0;200.0;;;;;;;
ORVIETO;FIOCCHINI ROBERTO;1-Individuale;VIA DEGLI ULIVI;10;3-resto del territorio;109.0;10.0;119.0;;;;;;;
ORVIETO;FIORENZI S.R.L.;4-s.r.l.;VIA DELLE ACACIE;22;3-resto del territorio;0.0;242.0;242.0;;;;;;;
ORVIETO;FIORENZI S.R.L.;4-s.r.l.;VIA DELLE ACACIE;22;3-resto del territorio;0.0;190.0;190.0;;;;;;;
ORVIETO;FISIOTERAPIA LE PIAGGIE STUDIO ASSOCIATO;7-altro;VIA SANT'ANNA;12;2-resto del capoluogo;0.0;21.0;21.0;;;;;;;
ORVIETO;FORMICA LUCIANA;1-Individuale;VIA MONTE NIBBIO;29/A;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
ORVIETO;FOSCOLI LUCIANA;1-Individuale;VIA TEVERE;28;3-resto del territorio;0.0;26.0;26.0;;;;;;;
ORVIETO;FRATELLI TREQUATRINI DI A. E R. SNC;2-s.n.c.;VIALE PRIMO MAGGIO;1;2-resto del capoluogo;0.0;7.0;7.0;;;;;;;
ORVIETO;FRATINI ROBERTO;1-Individuale;CORSO CAVOUR;191;1-centro storico;0.0;71.0;71.0;;;;;;;
ORVIETO;FRAVOLINI GIACOMO;1-Individuale;PIAZZA DEL DUOMO;1;1-centro storico;0.0;65.0;65.0;;;;;;;
ORVIETO;FRAVOLINI GIACOMO;1-Individuale;VIA DEL DUOMO;33;1-centro storico;0.0;53.0;53.0;;;;;;;
ORVIETO;FRELLICCA EMILIO;1-Individuale;VIA GARIBALDI;48;1-centro storico;0.0;48.0;48.0;;;;;;;
ORVIETO;FRELLICCA GILBERTO;1-Individuale;VIA DELLE MIMOSE;5;3-resto del territorio;0.0;65.0;65.0;;;;;;;
ORVIETO;FRINGUELLO ANDREA;1-Individuale;CORSO CAVOUR;279;1-centro storico;0.0;100.0;100.0;;;;;;;
ORVIETO;FRISONI VITTORIO;1-Individuale;VIA MONTE NIBBIO;16;2-resto del capoluogo;0.0;20.0;20.0;;;;;;;
ORVIETO;FRIZZA ENRICO MARIA;1-Individuale;STRADA DELL'ARCONE;13/H;2-resto del capoluogo;0.0;315.0;315.0;02-Abbigliamento;1.0;;;;;
ORVIETO;FRIZZA ENRICO MARIA;1-Individuale;VIALE PRIMO MAGGIO;28;2-resto del capoluogo;0.0;24.0;24.0;;;;;;;
ORVIETO;FRIZZA MARKET S.N.C. DI FRIZZA M. E G.;2-s.n.c.;VIA DEI FIORDALISI;1;3-resto del territorio;125.0;64.0;189.0;;;;;;;
ORVIETO;FROSININI VINCENZO SNC DI RELLINI G. E C.;2-s.n.c.;VIA DELLE ACACIE;1;3-resto del territorio;0.0;46.0;46.0;;;;;;;
ORVIETO;FROSONI ORNELLA;1-Individuale;CORSO CAVOUR;1;1-centro storico;0.0;70.0;70.0;;;;;;;
ORVIETO;FUSARI MARIA ANGELA;1-Individuale;VIA DEL DUOMO;36;1-centro storico;0.0;12.0;12.0;;;;;;;
ORVIETO;FUSCO ALDO;1-Individuale;VIA ADOLFO COZZA;12;1-centro storico;0.0;12.0;12.0;;;;;;;
ORVIETO;G.E.F. S.A.S DI CANUZZI GUIDO & C.;3-s.a.s.;VIA ANGELO COSTANZI;53;2-resto del capoluogo;0.0;200.0;200.0;;;;;;;
ORVIETO;GABRIELLI ANNA;1-Individuale;PIAZZA DELLA REPUBBLICA;31;1-centro storico;0.0;39.0;39.0;;;;;;;
ORVIETO;GABRIELLI ANNA;1-Individuale;PIAZZA DELLA REPUBBLICA;32;1-centro storico;0.0;26.0;26.0;;;;;;;
ORVIETO;GAIA S.N.C. DI ALDRIGHETTI V. & C.;2-s.n.c.;CORSO CAVOUR;363;1-centro storico;38.0;16.0;54.0;;;;;;;
ORVIETO;GALA AUTO - S.R.L.;4-s.r.l.;STRADA BAGNORESE;11;2-resto del capoluogo;0.0;50.0;50.0;;;;;;;
ORVIETO;GALA PNEUMATICI S.R.L.;4-s.r.l.;STRADA BAGNORESE;11;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
ORVIETO;GALLERIA DEL LAMPADARIO S.N.C.;2-s.n.c.;VIA MONTELUCO;10;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
ORVIETO;GAMMA DISTRIBUZIONE S.R.L.;4-s.r.l.;STRADA DELL'ARCONE;13/O;2-resto del capoluogo;20.0;15.0;35.0;;;;;;;
ORVIETO;GARBINI GESTIO - S.R.L.;4-s.r.l.;PIAZZA DEL DUOMO;55;1-centro storico;0.0;15.0;15.0;;;;;;;
ORVIETO;GARDEN MOTOR S.R.L.;4-s.r.l.;VIA DELLA SEGHERIA;1;3-resto del territorio;0.0;124.0;124.0;;;;;;;
ORVIETO;GARGIULO PATRIZIA;1-Individuale;VIA SETTE MARTIRI;36;2-resto del capoluogo;0.0;45.0;45.0;;;;;;;
ORVIETO;GAZZELLA ROBERTA;1-Individuale;VIA DEI TIGLI;10/B;3-resto del territorio;40.0;10.0;50.0;;;;;;;
ORVIETO;GAZZELLA ROBERTA;1-Individuale;VIA DEI TIGLI;10/B;3-resto del territorio;0.0;7.0;7.0;1.0;;;;;;
ORVIETO;GAZZURRA ALESSANDRO;1-Individuale;VIA ARNO;7;3-resto del territorio;45.0;10.0;55.0;;;;;;;
ORVIETO;GESTIONE ATTIVITA' TURISTICHE S.R.L.;4-s.r.l.;VIA MONTE NIBBIO;25;2-resto del capoluogo;0.0;22.0;22.0;;;;;;;
ORVIETO;GIACOMO KONZ E C. S.P.A.;5-s.p.a.;VIA LUCA SIGNORELLI;21;1-centro storico;268.0;4.0;272.0;01-Alimentare;;;;;;
ORVIETO;GIAMMORCARO ALDO;1-Individuale;CORSO CAVOUR;170;1-centro storico;0.0;22.0;22.0;;;;;;;
ORVIETO;GIONTELLA QUINTO EREDI S.A.S.;3-s.a.s.;VIA ANGELO COSTANZI;54;2-resto del capoluogo;0.0;9.0;9.0;;;;;;;
ORVIETO;GIULIANI EMANUELE;1-Individuale;PIAZZA OLONA;11;3-resto del territorio;0.0;3.0;3.0;;;;;;;
ORVIETO;GLAMOUR FOTO OTTICA S.A.S.;3-s.a.s.;VIA DEL DUOMO;17;1-centro storico;0.0;55.0;55.0;;;;;;;
ORVIETO;GLI SVIZZERI S.A.S. DI G. ANSELMI & C.;3-s.a.s.;CORSO CAVOUR;35;1-centro storico;35.0;15.0;50.0;;;;;;;
ORVIETO;GOLIA MICHELE;1-Individuale;VIA DEI MAGONI;14;1-centro storico;0.0;21.0;21.0;;;;;;;
ORVIETO;GRAMONT DI GRAZIANI  E MONTANARI S.N.C.;2-s.n.c.;VIA PO';28;3-resto del territorio;10.0;0.0;10.0;;;;;;;
ORVIETO;GRANCINI ALESSIA;1-Individuale;VIA GARIBALDI;12;1-centro storico;0.0;43.0;43.0;;;;;;;
ORVIETO;GRASSINI ANDREA;1-Individuale;VIA PO';14;3-resto del territorio;0.0;55.0;55.0;;;;;;;
ORVIETO;GRAZIANI SONIA;1-Individuale;LOCALITA' LA SVOLTA;1/C;3-resto del territorio;0.0;7.0;7.0;;;;;;;
ORVIETO;GRAZIANI TANIA;1-Individuale;VIA SETTE MARTIRI;76;2-resto del capoluogo;0.0;25.0;25.0;1.0;;;;;;
ORVIETO;GRAZIANI TANIA;1-Individuale;VIA SETTE MARTIRI;76;2-resto del capoluogo;0.0;6.0;6.0;;;;;;;
ORVIETO;GREENE DOWN;1-Individuale;CORSO CAVOUR;108;1-centro storico;0.0;16.0;16.0;;;;;;;
ORVIETO;HAIR MODEL S.N.C. DI STELLA E FRIZZA;2-s.n.c.;VIA SETTE MARTIRI;76;2-resto del capoluogo;0.0;2.0;2.0;;;;;;;
ORVIETO;HANDY - S.N.C. DI DEL FATTORE M. E C.;2-s.n.c.;VIA GARIBALDI;22;1-centro storico;0.0;20.0;20.0;;;;;;;
ORVIETO;I DOLCI SAPORI SNC DI SANFILIPPO E GALLI;2-s.n.c.;PIAZZA DEL POPOLO;19;1-centro storico;35.0;0.0;35.0;;;;;;;
ORVIETO;I SAPORI DELL'UMBRIA S.A.S. DI C.VERGARETTI;3-s.a.s.;CORSO CAVOUR;119;1-centro storico;27.0;0.0;27.0;;;;;;;
ORVIETO;I.C.M. S.N.C. DI B. C. E F. MAGGI;2-s.n.c.;LOCALITA' TORDIMONTE;1;3-resto del territorio;0.0;8.0;8.0;;;;;;;
ORVIETO;IL CORREDO DI PASSERI R. E C. S.N.C.;2-s.n.c.;VIA FILIPPESCHI;1;1-centro storico;0.0;59.0;59.0;;;;;;;
ORVIETO;IL CORREDO DI PASSERI R. E C. S.N.C.;2-s.n.c.;CORSO CAVOUR;1;1-centro storico;0.0;37.0;37.0;;;;;;;
ORVIETO;IL CORREDO DI PASSERI R. E C. S.N.C.;2-s.n.c.;CORSO CAVOUR;5;1-centro storico;0.0;23.0;23.0;;;;;;;
ORVIETO;IL FORNO DEL 2000 SNC DI MARCHETTI G. & C.;2-s.n.c.;CORSO CAVOUR;282;1-centro storico;5.0;0.0;5.0;;;;;;;
ORVIETO;IL FORNO DEL VECCHIO MOLINO S.N.C.;2-s.n.c.;VIA PO';19/D;3-resto del territorio;54.0;0.0;54.0;;;;;;;
ORVIETO;IL GUSTO S.A.S. DI PUZZUOLI L. & C.;3-s.a.s.;LARGO LUIGI BARZINI;7;1-centro storico;1.0;0.0;1.0;;;;;;;
ORVIETO;IL PANE E LE ROSE-S.N.C. DI MILIACCA E BRIZI;2-s.n.c.;CORSO CAVOUR;145;1-centro storico;40.0;9.0;49.0;;;;;;;
ORVIETO;IL REGALO S.A.S DI ELEONORA NERI& C.;3-s.a.s.;VIA ASCANIO VITOZZI;1;1-centro storico;0.0;90.0;90.0;;;;;;;
ORVIETO;IL RISPARMIO DI ENIA SPALLACCIA & C. SAS;3-s.a.s.;CORSO CAVOUR;231;1-centro storico;23.0;0.0;23.0;;;;;;;
ORVIETO;IL TEMPIO DELLE DEE S.N.C.;2-s.n.c.;VIA TARO;17;3-resto del territorio;0.0;5.0;5.0;;;;;;;
ORVIETO;IN BELLA COPIA SNC DI CIOTTI E. & C.;2-s.n.c.;VIA GARIBALDI;30;1-centro storico;0.0;16.0;16.0;;;;;;;
ORVIETO;INFOSTORE S.R.L.;4-s.r.l.;VIA DEGLI EUCALIPTI;31;3-resto del territorio;0.0;95.0;95.0;;;;;;;
ORVIETO;INNOCENZI LAURA;1-Individuale;VIALE PRIMO MAGGIO;14;2-resto del capoluogo;0.0;75.0;75.0;;;;;;;
ORVIETO;INTERNI S.N.C. DI ERCOLINI A. & C.;2-s.n.c.;STRADA FONTANELLE DI BARDANO;6;3-resto del territorio;0.0;10.0;10.0;;;;;;;
ORVIETO;ITINERA PICCOLA SOC. COOP.VA A R.L.;6-cooperativa;VIA RIPA SERANCIA;1;1-centro storico;15.0;10.0;25.0;;;;;;;
ORVIETO;JIN CHUNMEI;1-Individuale;STRADA DELL'ARCONE;13/I;2-resto del capoluogo;0.0;234.0;234.0;;;;;;;
ORVIETO;JOLLY AUTO & RENT S.N.C. DI ROSSI E VALTERIO;2-s.n.c.;STRADA FONTANELLE DI BARDANO;6;3-resto del territorio;0.0;64.0;64.0;;;;;;;
ORVIETO;JOLLY AUTO S.R.L.;4-s.r.l.;STRADA FONTANELLE DI BARDANO;6/C;3-resto del territorio;0.0;223.0;223.0;;;;;;;
ORVIETO;KATIA SERAFINI S.R.L.;4-s.r.l.;VIA DELLE ACACIE;16;3-resto del territorio;0.0;28.0;28.0;;;;;;;
ORVIETO;KOINE' DI RICCIO FRANCESCO & C.S.N.C.;2-s.n.c.;CORSO CAVOUR;147;1-centro storico;0.0;38.0;38.0;;;;;;;
ORVIETO;L.AR.CE. DI MALENTACCHI S. & C. S.N.C.;2-s.n.c.;VIA DEL DUOMO;66;1-centro storico;2.0;44.0;46.0;;;;;;;
ORVIETO;L.AR.CE. DI MALENTACCHI S. & C. S.N.C.;2-s.n.c.;VIA DEL DUOMO;19;1-centro storico;0.0;35.0;35.0;;;;;;;
ORVIETO;LA BOTTEGA DELLA FRUTTA S.N.C.;2-s.n.c.;VIA DELLE MIMOSE;10;3-resto del territorio;40.0;0.0;40.0;;;;;;;
ORVIETO;LA BOUTIQUE DEL PANE S.A.S.;3-s.a.s.;VIA DEGLI ACERI;38/C;3-resto del territorio;48.0;0.0;48.0;;;;;;;
